Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Features","For Use With/Related Products","URL"
"http://www.chipquik.com/datasheets/NCS10B-20G.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/MFG_NCS10B-20G.jpg","NCS10B-20G-ND","NCS10B-20G","Chip Quik Inc.","Chip Quik Inc.","NEUTRAL CURE SILICONE ADHESIVE S","677","3.95","0","1","Bulk","CHIPQUIK®","Active","Adhesive Sealant","Black, Non-Corrosive, 20mL","Aluminum, Brick, Ceramic, Concrete, Glass, Granite, Marble, Metal, Mortar, Plastic, Porcelain, PVC, Steel, Vinyl, Wood","https://www.digikey.com/en/products/detail/chip-quik-inc/NCS10B-20G/10059560"
"https://www.ellsworth.com/globalassets/literature-library/manufacturer/henkel-loctite/henkel-loctite-adhesive-sourcebook-2015.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/56/MFG_231127.jpg","2275-231127-ND","231127","LOCTITE","Ellsworth Adhesives","THREADLOCKER 50 ML BOTTLE.","19","72.55","0","2","Bottle","LOCTITE® 222™","Active","-","Purple, 50mL","Fastener Threads","https://www.digikey.com/en/products/detail/ellsworth-adhesives/231127/11495008"
"https://www.mgchemicals.com/downloads/tds/tds-8330S-2parts.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1028/MFG_8330S-50ML.jpg","473-1224-ND","8330S-50ML","MG Chemicals","MG Chemicals","SILVER CONDUCTIVE EPOXY, 4 HR PO","2","1784.83","0","1","Bulk","8330S","Active","Epoxy, 2 Part","Conductive","Multi-Purpose","https://www.digikey.com/en/products/detail/mg-chemicals/8330S-50ML/6035515"
"https://multimedia.3m.com/mws/media/1279477O/3m-scotch-weld-dp6310ns-and-dp6330ns-technical-data-sheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4274/MFG_19-DP6310NS48.5ML-ND.jpg","19-DP6310NS48.5ML-ND","DP6310NS 48.5ML","3M","3M","SCOTCH-WELD MULTI-MATERIAL COMPO","158","35.02","0","1","Tube","Scotch-Weld™ DP6310NS","Active","Urethane","-","Metal, Plastic, Wood","https://www.digikey.com/en/products/detail/3m/DP6310NS-48-5ML/16521696"
"https://www.mgchemicals.com/downloads/tds/tds-832c-2parts.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/788/MFG_832C-450ML.jpg","473-1404-ND","832C-450ML","MG Chemicals","MG Chemicals","TRANSLUCENT EPOXY, POTTING COMPO","73","70.19","0","1","Box","832C","Active","Epoxy, 2 Part","Translucent, 450mL","Potting","https://www.digikey.com/en/products/detail/mg-chemicals/832C-450ML/9658006"
"-","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4805/MFG_AE-GEN-II.jpg","19-AE-GENII-ND","AE-GEN II","3M","3M","HOT MELT APPLICATOR AE, GEN II","3","159.97","0","1","Bulk","-","Active","-","-","-","https://www.digikey.com/en/products/detail/3m/AE-GEN-II/17278546"
"http://www.chipquik.com/datasheets/SG1-0.5.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/MFG_SG1-0.5.JPG","SG1-0.5-ND","SG1-0.5","Chip Quik Inc.","Chip Quik Inc.","SUPER GLUE - THIN VISCOSITY - PE","35","5.95","0","1","Bulk","CHIPQUIK®","Active","Adhesive","Fast Cure, 15mL","Multi-Purpose","https://www.digikey.com/en/products/detail/chip-quik-inc/SG1-0-5/9681973"
"https://multimedia.3m.com/mws/media/1407789O/3m-scotchkote-323-technical-data-sheet.pdf?&fn=Scotchkote-Liquid-Epoxy-Coating-323-Technical-Data-Sheet-78-9237-0330-6-B.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6222/7100168702.jpg","19-7100168702-ND","7100168702","3M","3M","SCOTCHKOTE LIQUID EPOXY","59","26.31","0","1","Bulk","Scotchkote™","Active","Epoxy","Blue Green, 50mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/7100168702/13282440"
"https://multimedia.3m.com/mws/media/706439O/3m-scotchcast-connector-sealing-pack-3570g-n-data-sheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/731/MFG_3570G-N.jpg","3M158999-ND","3570G-N","3M","3M","CONN SEALING PACK","1,107","8.13","0","1","Bulk","Scotchcast™","Active","Epoxy, 2 Part","-","-","https://www.digikey.com/en/products/detail/3m/3570G-N/5127741"
"https://multimedia.3m.com/mws/media/44021O/3m-hot-melt-bonding-systems-guide.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1023/3764-TC.jpg","3M6420-ND","3764-TC","3M","3M","HOT MELT ADHESV 5/8""X2"" 1=1STICK","1,441","1.65","0","1","Bulk","Scotch-Weld™ Hot Melt","Active","Hot Melt","-","HSE/LSE Plastics","https://www.digikey.com/en/products/detail/3m/3764-TC/1306097"
"https://www.mgchemicals.com/downloads/tds/tds-832fx-2parts.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/39/MFG_832FX-450ML.jpg","473-1287-ND","832FX-450ML","MG Chemicals","MG Chemicals","BLACK FLEXIBLE EPOXY","111","92.47","0","1","Bulk","832FX","Active","Epoxy, 2 Part","Black, 450mL","Multi-Purpose","https://www.digikey.com/en/products/detail/mg-chemicals/832FX-450ML/8019484"
"https://multimedia.3m.com/mws/media/44021O/3m-hot-melt-bonding-systems-guide.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/492/MFG_3792-LM-Q.jpg","3M156216-ND","3792-LM-Q","3M","3M","HOT MELT ADHESIVE 1 = 11LB BOX","9","418.63","0","1","Box","Scotch-Weld™ Hot Melt","Active","Hot Melt","-","Hot Melt Applicator","https://www.digikey.com/en/products/detail/3m/3792-LM-Q/3863861"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/742/08008_Ds.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/694/MFG_08008.JPG","3M162692-ND","08008","3M","3M","BLACK SUPER WEATHERSTRIP","43","18.03","0","1","Box","-","Active","Rubber","Black, 147.87mL","Fabric, Metal, Rubber, Vinyl","https://www.digikey.com/en/products/detail/3m/08008/7673138"
"https://multimedia.3m.com/mws/media/451985O/3m-scotch-weld-threadlocker-anaerobic-adhesives.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4252/MFG_TL71-50ML.jpg","TL71-50ML-ND","TL71-50ML","3M","3M","THREADLOCKER 50 ML BTL","6","73.06","0","1","Bulk","Scotch-Weld™ TL71","Active","Threadlocker","Red, 50mL","Fastener Threads","https://www.digikey.com/en/products/detail/3m/TL71-50ML/5129444"
"https://multimedia.3m.com/mws/media/66787O/3m-scotch-weld-epoxy-adhesive-dp110-translucent-and-gray.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/488/MFG_DP110.jpg","3M157655-ND","DP110","3M","3M","GRAY EPOXY ADHESIVE 200 ML","34","161.35","0","1","Bulk","Scotch-Weld™ DP110","Active","Epoxy, 2 Part","-","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP110/3864534"
"http://www.chipquik.com/datasheets/CQ500-20G.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4884/MFG_CQ500-20G.jpg","315-CQ500-20G-ND","CQ500-20G","Chip Quik Inc.","Chip Quik Inc.","LIQUID POLYURETHANE GLUE (LIGHT","6","4.99","0","1","Bulk","CHIPQUIK®","Active","Polyurethane","Light Brown","Multi-Purpose","https://www.digikey.com/en/products/detail/chip-quik-inc/CQ500-20G/18869537"
"https://3m.citrination.com/pif/000177","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/832/DP620NS-BLACK-48.jpg","DP620NS-BLACK-ND,3M157600-ND","DP620NS-BLACK","3M","3M","URETHANE ADH DP620NS BLK 48.5ML","107","38.48","0","1","Bulk,Bulk","Scotch-Weld™ DP620NS","Active","Epoxy, 2 Part","Black, 48.5mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP620NS-BLACK/8605253"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4431/DP604NS.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/694/MFG_DP604NS.jpg","3M161134-ND","DP604NS","3M","3M","SCOTCH-WELD URETHANE ADHESIVE DP","22","136.74","0","1","Bulk","-","Active","Polyurethane, 2 Part","Fast Cure, Black, 400mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP604NS/7695122"
"https://multimedia.3m.com/mws/media/2365867O/3m-scotch-weld-epoxy-adhesive-dp110-translucent.pdf?&fn=3M-Scotch-Weld-Epoxy-Adhesive-DP110-Translucent.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/811/62356314385.jpg","3M157688-ND","DP110-TRANSLUCENT","3M","3M","EPOXY ADH TRANSLUCENT 48.5ML","1,124","50.62","0","1","Bulk","Scotch-Weld™ DP110","Active","Epoxy, 2 Part","Translucent, 48.5mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP110-TRANSLUCENT/8635644"
"https://multimedia.3m.com/mws/media/886362O/3m-scotch-weld-acrylic-adhesive-dp8405ns-dp8410ns-dp8425ns.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/21/MFG_DP8405NS-45ML.jpg","3M161141-ND","DP8405NS-45ML","3M","3M","ADHESIVE ACRYLIC","66","28.37","0","1","Box","Scotch-Weld™ DP8405NS","Active","Acrylic Adhesive, 2 Part","Green, 45mL","Metal, Plastic","https://www.digikey.com/en/products/detail/3m/DP8405NS-45ML/5778640"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2704/Metal_Primer_3901.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/319/EC-3901-12PT.jpg","3M157452-ND","3901 1/2 PINT","3M","3M","SCOTCH-WELD METAL PRIMER 3901","70","169.86","0","1","Bulk","Scotch-Weld™","Active","-","-","-","https://www.digikey.com/en/products/detail/3m/3901-1-2-PINT/7695099"
"https://assets.omega.com/pdf/consumables/adhesives-and-paste/OB-100_OB-200_OT-200.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7829/OB-102-12.jpg","5880-OB-102-1/2-ND","OB-102-1/2","Omega","Omega","TEMP SENSOR ACCESSORIES: OTHER A","7","72.58","0","1","Bulk","-","Active","Epoxy","Thermally Conductive","Multi-Purpose","https://www.digikey.com/en/products/detail/omega/OB-102-1-2/25639886"
"https://multimedia.3m.com/mws/media/66122O/3mtm-scotch-weld-tm-epoxy-adhesive-dp460-ns-and-off-white.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/757/62359314366.jpg","DP460-OFFWHT-ND,3M157691-ND","DP460-OFFWHT","3M","3M","EPOXY ADH OFF WHITE 50ML","67","66.85","0","1","Bulk,Bulk","Scotch-Weld™ DP460","Active","Epoxy, 2 Part","Off-White, 50mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP460-OFFWHT/8635647"
"https://multimedia.3m.com/mws/media/2365886O/3m-scotch-weld-epoxy-adhesive-dp125-translucent.pdf?&fn=3M-Scotch-Weld-Epoxy-Adhesive-DP125-Translucent.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7564/MFG_7100320463.jpg","19-7100320463-ND","7100320463","3M","3M","SCOTCH-WELDEPOXY ADHESIVE DP125","8","50.62","0","1","Bulk","Scotch-Weld™","Active","Epoxy","Translucent, 48.5mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/7100320463/25608637"
"https://multimedia.3m.com/mws/media/2365882O/3m-scotch-weld-instant-adhesive-ca40.pdf?fn=3M-Scotch-Weld-Instant-Adhesive-CA40_R1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/478/MFG_CA-40-1LB.jpg","3M161072-ND","CA-40-1LB","3M","3M","3M SCOTCH-WELD INSTANT ADHESIVE","1","535.21","0","1","Bulk","Scotch-Weld™ CA-40","Active","Adhesive","Fast Cure, High Strength, Yellow, 16 Ounces","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/CA-40-1LB/7693277"
"https://multimedia.3m.com/mws/media/2365856O/3m-scotch-weld-epoxy-potting-compound-adhesive-dp270-black.pdf?&fn=3M-Scotch-Weld-Epoxy-Potting-Compound-Adhesive-DP270-Black.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1153/DP270-BLACK-200ML.jpg","3M6437-ND","DP270-BLACK-200ML","3M","3M","POTTING COMPOUND BLACK 200ML","139","139.46","0","1","Bulk","Scotch-Weld™ DP270","Active","Potting Compound, 2 Part","Black, 200mL","Sealing Electronic Components","https://www.digikey.com/en/products/detail/3m/DP270-BLACK-200ML/1306148"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8900/910_TDS-2.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4164/MFG_910-FS-1OZ-BOTTLE_Edited.jpg","2275-9101OZBOTTLE-ND","910 1 OZ BOTTLE","Permabond","Ellsworth Adhesives","PERMABOND CYANOACRYL 1OZ BOTTLE","553","34.86","0","4","Bottle","PERMABOND® 910","Active","Adhesive","Clear, Fast Cure, 1 Ounce","Aluminum, Metal, Plastic, Rubber, Steel","https://www.digikey.com/en/products/detail/ellsworth-adhesives/910-1-OZ-BOTTLE/11494982"
"https://multimedia.3m.com/mws/media/66280O/3m-scotch-weld-low-odor-acrylic-adhesives.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/16/MFG._Img1923_P.jpg","DP810NS-TAN-400ML-ND","DP810NS-TAN-400ML","3M","3M","LOW ODOR ACRYLIC ADH TAN 400ML","7","359.16","0","1","Box","Scotch-Weld™","Active","Acrylic Adhesive, 2 Part","Tan, 400mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP810NS-TAN-400ML/5232774"
"https://mgchemicals.com/downloads/tds/tds-8331D-2parts.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4551/8331D-120G.jpg","473-8331D-120G-ND","8331D-120G","MG Chemicals","MG Chemicals","SILVER CONDUCTIVE EPOXY 120G","35","1299.98","0","1","Bulk","8331D","Active","Epoxy, 2 Part","Electrically Conductive","Electronics","https://www.digikey.com/en/products/detail/mg-chemicals/8331D-120G/13170709"
"https://multimedia.3m.com/mws/media/79082O/joint-design-for-structural-adhesives-technical-bulletin.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/925/DP100-PLUS-CLEAR.jpg","DP100PLUS-CLEAR-ND,3M157675-ND","DP100 PLUS-CLEAR","3M","3M","EPOXY ADH CLEAR 48.5ML DP100","154","50.62","0","1","Bulk,Bulk","Scotch-Weld™ DP100 Plus","Active","Epoxy, 2 Part","Clear, 48.5mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP100-PLUS-CLEAR/8635631"
"https://multimedia.3m.com/mws/media/1421445O/3m-electrical-insulating-sealer-1601-c-data-sheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7197/MFG_1601-C_primary.jpg","19-1601-C-ND","1601-C","3M","3M","ELECTRICAL INSULATING SEALER 160","7","100.1","0","1","Bulk","-","Active","Sealant","Clear, 12 oz","Electrical Protection","https://www.digikey.com/en/products/detail/3m/1601-C/23020066"
"-","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5567/MFG_DP2216%20GRAY%2041.5ML%20DUO-PAK.jpg","2281-DP2216GRAY41.5MLDUO-PAK-ND","DP2216 GRAY 41.5ML DUO-PAK","3M","Ellsworth Adhesives","Epoxy Adhesive","138","47.36","0","3","Tube","Scotch-Weld™ DP2216","Active","Epoxy, 2 Part","Gray, High Strength, 41.5mL","Masonry, Metal, Rubber, Wood","https://www.digikey.com/en/products/detail/ellsworth-adhesives/DP2216-GRAY-41-5ML-DUO-PAK/17279204"
"https://www.ellsworth.com/globalassets/literature-library/manufacturer/dow-corning/dow-corning-brochure-solutions-for-home-appliances.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4442/MFG_732-300ML-CLR-MIL-A-46106.jpg","2275-732-300MLCLRMIL-A-46106-ND","732-300ML CLR MIL-A-46106","DOW","Ellsworth Adhesives","SEALANT CLEAR 300 ML CARTRIDGE","720","14.95","0","9","Tube","Dow® DOWSIL™ 732","Active","Adhesive Sealant","Clear, 300mL","Multi-Purpose","https://www.digikey.com/en/products/detail/ellsworth-adhesives/732-300ML-CLR-MIL-A-46106/11494977"
"https://www.mgchemicals.com/downloads/tds/tds-832wc-2parts.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/806/MFG_832WC-375ML.jpg","473-1372-ND","832WC-375ML","MG Chemicals","MG Chemicals","WATER CLEAR EPOXY","16","105.59","0","1","Bulk","832WC","Active","Epoxy, 2 Part","Clear, 375mL","Potting","https://www.digikey.com/en/products/detail/mg-chemicals/832WC-375ML/9451527"
"https://multimedia.3m.com/mws/media/66998O/3m-scotch-weld-epoxy-adhesive-dp420-dp420-ns-dp420-lh.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/16/MFG_DP-420-NS-black_P.jpg","3M157182-ND","DP420-BLACK-200ML","3M","3M","EPOXY ADHESIVE BLACK 200ML","6","171.19","0","1","Box","Scotch-Weld™ DP420","Discontinued at DigiKey","Epoxy, 2 Part","Black, 200mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP420-BLACK-200ML/5232762"
"http://www.chipquik.com/datasheets/HPS10C-20G.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4884/MFG_HPS10C-20G.jpg","315-HPS10C-20G-ND","HPS10C-20G","Chip Quik Inc.","Chip Quik Inc.","HIGH PERFORMANCE SILICONE 100% R","139","4.5","0","1","Bulk","CHIPQUIK®","Active","Silicone","Clear, 20g","Multi-Purpose","https://www.digikey.com/en/products/detail/chip-quik-inc/HPS10C-20G/18869727"
"https://3m.citrination.com/pif/000897?locale=en-US","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/888/MFG_800-5OZ.jpg","3M160606-ND","800-5OZ","3M","3M","INDUSTRIAL SEALANT 5OZ TUBE","275","34.1","0","1","Bulk","Scotch-Seal™","Active","Adhesive Cartridge","-","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/800-5OZ/3864180"
"https://multimedia.3m.com/mws/media/2535940O/3m-hot-melt-applicator-ec-gen-ii-next-generation-owner-s-manual.pdf?&fn=3m-hot-melt-applicator-ec-gen-ii-user-manual.pd","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4805/MFG_AE-LT-GENI.jpg","19-AE-LT-GENI-ND","AE-LT-GEN I","3M","3M","HOT MELT APPLICATOR AE LT, GEN I","1","159.97","0","1","Bulk","-","Active","-","-","-","https://www.digikey.com/en/products/detail/3m/AE-LT-GEN-I/17278544"
"https://www.mgchemicals.com/downloads/tds/tds-8330D-2parts.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/458/MFG_8330D-160G.jpg","473-8330D-160G-ND","8330D-160G","MG Chemicals","MG Chemicals","SILVER CONDUCTIVE EPOXY 4.52 OZ","40","1741.62","0","1","Bulk","8330D","Active","Epoxy, 2 Part","Electrically Conductive","Electronics","https://www.digikey.com/en/products/detail/mg-chemicals/8330D-160G/13170707"
"https://www.mgchemicals.com/downloads/tds/tds-832hd-2parts.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/783/MFG_832HD-400ML.jpg","473-1406-ND","832HD-400ML","MG Chemicals","MG Chemicals","BLACK 1:1 EPOXY","398","118.27","0","1","Box","832HD","Active","Epoxy, 2 Part","Black, 400 mL","Potting","https://www.digikey.com/en/products/detail/mg-chemicals/832HD-400ML/9658008"
"https://www.mgchemicals.com/downloads/pdf/flyers/mg-introduces/9510_MG_Introduces_Flyer.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/201/MFG_9510-30ML.jpg","473-9510-30ML-ND","9510-30ML","MG Chemicals","MG Chemicals","ONE-PART EPOXY POTTING COMP 30ML","105","36.52","0","1","Bulk","9510","Active","Epoxy","30mL","Potting","https://www.digikey.com/en/products/detail/mg-chemicals/9510-30ML/10129239"
"https://multimedia.3m.com/mws/media/2365922O/3m-scotch-weld-epoxy-adhesive-dp420ns-black.pdf?&fn=3M-Scotch-Weld-Epoxy-Adhesive-DP420NS-Black.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7563/MFG_7100320001.jpg","19-7100320001-ND","7100320001","3M","3M","SCOTCH-WELDEPOXY ADHESIVE DP420N","74","66.85","0","1","Bulk","Scotch-Weld™","Active","Epoxy","Black","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/7100320001/25606799"
"https://multimedia.3m.com/mws/media/66122O/3mtm-scotch-weld-tm-epoxy-adhesive-dp460-ns-and-off-white.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/493/MFG_DP460.jpg","3M156226-ND","DP460-400ML","3M","3M","OFF WHITE EPXY ADH 400 ML","82","300.33","0","1","Bulk","Scotch-Weld™ DP460","Active","Epoxy, 2 Part","-","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP460-400ML/3864545"
"https://www.ellsworth.com/globalassets/literature-library/manufacturer/dow-corning/dow-corning-selector-guide-transportation-sealing-and-adhering.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/56/MFG_738-90ML-WHT-MIL-A-46146.jpg","2275-73890MLWHTMIL-A-46146-ND","738 90ML WHT MIL-A-46146","DOW","Ellsworth Adhesives","ELECTRICAL SEAL WHITE 90ML TUBE","229","43.22","0","3","Tube","Dow® DOWSIL™ 738","Active","Adhesive Sealant","White, 90mL","Ceramic, Glass, Metal, Plastic","https://www.digikey.com/en/products/detail/ellsworth-adhesives/738-90ML-WHT-MIL-A-46146/11495004"
"https://multimedia.3m.com/mws/media/79749O/3m-scotch-weld-structural-plastic-adhesive-dp-8005.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/478/MFG_DP8005.jpg","3M161136-ND","DP8005","3M","3M","SCOTCH-WELD STRUCTURAL PLASTIC A","46","99.9","0","1","Bulk","-","Active","Acrylic Adhesive, 2 Part","Black, 45.0mL","Plastic","https://www.digikey.com/en/products/detail/3m/DP8005/7695119"
"https://multimedia.3m.com/mws/media/158782O/adhesive-sealant-5200-tech-data.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/MFG_PN05205.JPG","3M162003-ND","PN05205","3M","3M","MARINE ADHESIVE SEALANT 5200 BLA","12","30.4","0","1","Bulk","-","Active","Polyurethane","Black, 3 Ounces","Marine Applications","https://www.digikey.com/en/products/detail/3m/PN05205/7670431"
"https://mgchemicals.com/downloads/tds/tds-834blv-2parts.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5643/MFG_834BLV-450ML.jpg","473-834BLV-450ML-ND","834BLV-450ML","MG Chemicals","MG Chemicals","FLAME RETARDENT EPOXY","7","98.22","0","1","Box","-","Active","Epoxy, 2 Part","Black, Flame Retardant, 450mL","Potting","https://www.digikey.com/en/products/detail/mg-chemicals/834BLV-450ML/21705957"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2526/Glue%20Spec%20Sheet%202022.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5000/MFG_110049634.jpg","96-110049634-ND","110049634","Steinel America","Steinel America","GF 232 GENERAL PURPOSE GLUE STIC","13","17.13","0","1","Bag","GF 232","Active","Hot Melt","Clear","GF 3002, TM 6000 Glue Gun","https://www.digikey.com/en/products/detail/steinel-america/110049634/11560293"
"https://multimedia.3m.com/mws/media/44021O/3m-hot-melt-bonding-systems-guide.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/492/MFG_3764AE.jpg","3M162663-ND","3764AE","3M","3M","HOT MELT ADHESIVE 1 = 11LB BOX","3","409.4","0","1","Box","Scotch-Weld™ Hot Melt","Active","Hot Melt","Clear","Hot Melt Applicator","https://www.digikey.com/en/products/detail/3m/3764AE/3863854"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4884/Scotch_Weld_Epoxy_Adhesive_DP105Clear.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/309/DP105-CLEAR.JPG","3M157679-ND","DP105-CLEAR","3M","3M","EPOXY ADH CLEAR 48.5ML","87","50.62","0","1","Bulk","Scotch-Weld™ DP105","Active","Epoxy, 2 Part","Clear, 48.5mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP105-CLEAR/8635635"
"https://multimedia.3m.com/mws/media/961619O/3m-scotch-weld-structural-plastic-adhesives-8010-dp8010-blue.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/421/MFG_DP8010-BLUE-490ML.jpg","3M161137-ND","DP8010-BLUE-490ML","3M","3M","STRUCTURAL PLSTC ADH BLUE 490ML","23","458.32","0","1","Box","Scotch-Weld™","Active","Acrylic Adhesive, 2 Part","Blue, 490mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP8010-BLUE-490ML/5232771"
"http://www.vishaypg.com/docs/11010/bond200.pdf","-","1033-1035-ND","MMF006570","Micro-Measurements (Division of Vishay Precision Group)","Micro-Measurements (Division of Vishay Precision Group)","M-BOND 200 BULK ADHESIVE 16 1-OZ","5","996.9","0","1","Bulk","M-Bond 200","Active","Acrylic, 2 Part","Fast Cure","Multi-Purpose","https://www.digikey.com/en/products/detail/micro-measurements-division-of-vishay-precision-group/MMF006570/5891959"
"https://multimedia.3m.com/mws/media/1245168O/3m-hot-melt-adhesive-3747-3779-3789-3797-technical-data-sheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/492/MFG_3789-Q.jpg","3M157323-ND","3789-Q","3M","3M","HOT MELT ADHESIVE 1 = 11LB BOX","3","781.46","0","1","Box","Scotch-Weld™ Hot Melt","Active","Hot Melt","-","Hot Melt Applicator","https://www.digikey.com/en/products/detail/3m/3789-Q/3863858"
"http://www.chipquik.com/datasheets/AD7-30S.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6453/MFG_AD7-30S.jpg","315-AD7-30S-ND","AD7-30S","Chip Quik Inc.","Chip Quik Inc.","THERMOSET CHIP BONDING EPOXY (RE","32","32.95","0","1","Bulk","CHIPQUIK®","Active","Epoxy","Heat Cure, Red","PCB","https://www.digikey.com/en/products/detail/chip-quik-inc/AD7-30S/25656541"
"https://multimedia.3m.com/mws/media/719642O/microsoft-word-78-8129-9502-1-rev-d-docx.pdf?&fn=Scotchcast-Flame-Retardant-Compound-2131-Data-Sheet-78-8129-9502-1-D.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7528/2131.jpg","19-2131-ND","2131","3M","3M","3M SCOTCHCAST FLAME-RETARDANT CO","3","1544.49","0","1","Bulk","Scotchcast™ 2131","Obsolete","Resin","2 Part","-","https://www.digikey.com/en/products/detail/3m/2131/16536686"
"https://drive.google.com/file/d/1E1XPLSWvRM0eaox6jmc4AaOT0gGEyiAs/view?usp=drive_link","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_19-155.jpg","6336-19-155-ND","19-155","GC Electronics","GC Electronics","Silicone Adhesive /Sealant 3fl o","2,485","9.81","0","3","Tube","*","Active","Adhesive Sealant","Clear, 3 Ounces","Metal","https://www.digikey.com/en/products/detail/gc-electronics/19-155/27905033"
"https://multimedia.3m.com/mws/media/886363O/3m-scotch-weld-low-odor-acrylic-adh-dp8805ns-dp8810ns-tds.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/189/DP8810NS-GRN-45ML.jpg","3M161150-ND","DP8810NS GRN 45ML","3M","3M","SCOTCH-WELD LOW ODOR ACRYLIC ADH","109","37.17","0","1","Bulk","-","Active","Acrylic, 2 Part","Green, 45mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP8810NS-GRN-45ML/7695081"
